epoch,greenTime,reward
240.0,38.56,2.91
241.0,27.89,2.62
242.0,36.89,2.76
243.0,29.78,2.61
244.0,36.67,2.82
245.0,27.78,2.83
246.0,27.33,2.94
247.0,36.11,3.21
248.0,36.78,2.81
249.0,39.56,2.94
250.0,35.56,3.01
251.0,31.78,2.46
252.0,36.67,3.39
253.0,31.22,2.81
254.0,35.33,2.78
255.0,39.67,2.88
256.0,26.89,2.58
257.0,34.0,3.02
258.0,29.44,2.78
259.0,37.22,2.55
260.0,30.89,3.03
261.0,36.44,2.85
262.0,34.33,2.8
263.0,31.89,3.07
264.0,24.33,2.76
265.0,38.0,2.75
266.0,34.0,3.02
267.0,27.22,2.69
268.0,31.44,3.0
269.0,40.78,2.92
270.0,32.0,3.0
271.0,23.78,2.89
272.0,29.89,2.84
273.0,36.89,3.24
274.0,32.89,3.0
275.0,41.0,2.96
276.0,28.56,2.97
277.0,36.78,2.74
278.0,31.44,3.05
279.0,30.89,2.56
280.0,40.56,3.13
281.0,36.22,2.95
282.0,31.78,2.69
283.0,39.56,2.75
284,35.0,3.3
