epoch,greenTime,reward
240.0,33.5,3.66
241.0,41.5,3.57
242.0,31.25,3.62
243.0,27.0,3.58
244.0,28.25,3.64
245.0,34.75,3.49
246.0,35.25,3.55
247.0,48.5,3.5
248.0,38.75,3.5
249.0,50.25,3.44
250.0,46.75,3.55
251.0,32.75,3.47
252.0,41.75,3.4
253.0,42.75,3.47
254.0,26.25,3.5
255.0,32.5,3.42
256.0,36.5,3.5
257.0,47.25,3.48
258.0,46.25,3.47
259.0,38.75,3.47
260.0,31.75,3.42
261.0,37.25,3.46
262.0,48.5,3.45
263.0,41.5,3.46
264.0,31.5,3.48
265.0,48.0,3.45
266.0,30.25,3.46
267.0,33.0,3.51
268.0,34.75,3.5
269.0,33.75,3.57
270.0,52.0,3.43
271.0,26.5,3.51
272.0,43.75,3.52
273.0,29.25,3.52
274.0,38.25,3.46
275.0,24.75,3.53
276.0,31.75,3.49
277.0,34.75,3.47
278.0,35.5,3.5
279,40.75,3.47
